.feature,albut,gene_id,gene_name,entrezid,gene_biotype,gene_seq_start,gene_seq_end,seq_name,seq_strand,seq_coord_system,symbol,GRangesList,.abundant,logFC,logCPM,F,PValue,FDR
ENSG00000173559,untrt,ENSG00000173559,NABP1,NA,protein_coding,192542794,192561385,2,1,NA,NABP1,,TRUE,0.36648865196069413,7.082024685466366,6.058280546373671,0.03852290224225735,0.0977247118684598
ENSG00000173566,untrt,ENSG00000173566,NUDT18,NA,protein_coding,21964383,21966932,8,-1,NA,NA,,TRUE,0.043606519192342805,3.195563689262568,0.0593261670320246,0.8135443782465626,0.8771578031902215
ENSG00000173567,untrt,ENSG00000173567,GPR113,NA,protein_coding,26531041,26569685,2,-1,NA,ADGRF3,,TRUE,-0.7369434495766092,0.1304330508324689,5.389614187092917,0.04805365653406244,0.11577449187863548
ENSG00000173575,untrt,ENSG00000173575,CHD2,NA,protein_coding,93426526,93571237,15,1,NA,CHD2,,TRUE,0.022318385877561357,7.052472369865082,0.10912908599200456,0.7494160380510129,0.8328395720741713
ENSG00000173581,untrt,ENSG00000173581,CCDC106,NA,protein_coding,56152428,56164527,19,1,NA,CCDC106,,TRUE,-0.17079438643002304,3.489780259203624,2.725250638576313,0.13643764836088543,0.24938666220537833
ENSG00000173588,untrt,ENSG00000173588,CCDC41,NA,protein_coding,94700225,94853764,12,-1,NA,CEP83,,TRUE,0.011726087737143703,3.1804569170456594,0.015331077165349549,0.9044387573856968,0.9389890254318518
ENSG00000173598,untrt,ENSG00000173598,NUDT4,NA,protein_coding,93771659,93797024,12,1,NA,NUDT4,,TRUE,0.6859954998670726,7.157579479197454,10.64135218983326,0.011103234508281594,0.03956816128415589
ENSG00000173599,untrt,ENSG00000173599,PC,NA,protein_coding,66615704,66725847,11,-1,NA,PC,,TRUE,0.41428228393047356,4.879787610959027,5.383096691409563,0.048134857108392715,0.11587937404425507
ENSG00000173611,untrt,ENSG00000173611,SCAI,NA,protein_coding,127704887,127905785,9,-1,NA,SCAI,,TRUE,-0.5522016495372191,4.712645062329585,37.02949009930934,2.658993069953423e-4,0.0027180438788240186
ENSG00000173614,untrt,ENSG00000173614,NMNAT1,NA,protein_coding,10003486,10045559,1,1,NA,NMNAT1,,TRUE,-0.1814309479224615,3.7508014025354006,3.309639780567122,0.10544696481973803,0.20668902913466436
ENSG00000173621,untrt,ENSG00000173621,LRFN4,NA,protein_coding,66624118,66627946,11,1,NA,LRFN4,,TRUE,0.48966036619284903,3.0590332527050292,8.417985586983708,0.0193273892465853,0.058697177944530415
ENSG00000173638,untrt,ENSG00000173638,SLC19A1,NA,protein_coding,46913486,46964325,21,-1,NA,SLC19A1,,TRUE,0.18904809892869448,2.2900463032594573,1.9225209380837458,0.20209294649157747,0.3318758781011407
ENSG00000173641,untrt,ENSG00000173641,HSPB7,NA,protein_coding,16340523,16346089,1,-1,NA,HSPB7,,TRUE,0.5690591257136752,4.805817895671883,12.33898892092876,0.007619817246235664,0.03016665612916721
ENSG00000173653,untrt,ENSG00000173653,RCE1,NA,protein_coding,66610306,66614017,11,1,NA,RCE1,,TRUE,0.04212191095201285,2.5984076739752515,0.17716137367581344,0.6846342412362795,0.7849434853216707
ENSG00000173660,untrt,ENSG00000173660,UQCRH,NA,protein_coding,46769303,46782448,1,1,NA,UQCRH,,TRUE,-0.030884085555412933,5.927527367606413,0.1881452743634806,0.6756452897058379,0.7776354524110168
ENSG00000173674,untrt,ENSG00000173674,EIF1AX,NA,protein_coding,20142636,20159962,X,-1,NA,EIF1AX,,TRUE,0.3016693783321258,6.305487498408068,19.162709790807238,0.0022184491461980046,0.012362148741199936
ENSG00000173678,untrt,ENSG00000173678,SPDYE2B,NA,protein_coding,102290772,102301847,7,1,NA,SPDYE2B,,TRUE,-0.3256050765596969,1.5701852967023526,1.7833567060180693,0.2176024774998315,0.35016035734690476
ENSG00000173681,untrt,ENSG00000173681,CXorf23,NA,protein_coding,19930978,19988416,X,-1,NA,BCLAF3,,TRUE,-0.02652200359359846,3.965672436805543,0.10725203426248167,0.7514953245261683,0.8345523002861556
ENSG00000173692,untrt,ENSG00000173692,PSMD1,NA,protein_coding,231921578,232037541,2,1,NA,PSMD1,,TRUE,0.06373213873273245,6.86050897404221,0.7982935014502271,0.39705529812353235,0.5377585405149566
ENSG00000173698,untrt,ENSG00000173698,GPR64,NA,protein_coding,19007427,19140755,X,-1,NA,ADGRG2,,TRUE,0.26833095464469797,-0.566545173940782,0.4700985718654109,0.5118914142348534,0.6431860089234143
ENSG00000173705,untrt,ENSG00000173705,SUSD5,NA,protein_coding,33191537,33260707,3,-1,NA,SUSD5,,TRUE,0.6238845844013206,2.038821211301167,14.500319152608176,0.0049416906018671875,0.0218383926870863
ENSG00000173706,untrt,ENSG00000173706,HEG1,NA,protein_coding,124684554,124774802,3,-1,NA,HEG1,,TRUE,0.7309445113153218,9.14710840763064,37.6993173267865,2.5002412825927457e-4,0.0026008388417094754
ENSG00000173715,untrt,ENSG00000173715,C11orf80,NA,protein_coding,66511922,66610987,11,1,NA,TOP6BL,,TRUE,0.1074618629434841,1.6605036491052325,0.3159230749355869,0.589092440243086,0.7095126826976774
ENSG00000173726,untrt,ENSG00000173726,TOMM20,NA,protein_coding,235272651,235292251,1,-1,NA,TOMM20,,TRUE,0.1938680096903841,7.092533720660781,8.188213419915954,0.02056340018095143,0.06136269651149194
ENSG00000173727,untrt,ENSG00000173727,AP000769.1,NA,protein_coding,65222728,65234028,11,1,NA,NA,,TRUE,-0.08965249383881123,0.48085577304732013,0.1684283026696594,0.6920245073035218,0.7906156602091743
ENSG00000173744,untrt,ENSG00000173744,AGFG1,NA,protein_coding,228336868,228425930,2,1,NA,AGFG1,,TRUE,0.4333621959952931,6.376386419089852,27.606785455318747,7.09536837994945e-4,0.005432732539378603
ENSG00000173757,untrt,ENSG00000173757,STAT5B,NA,protein_coding,40351186,40428725,17,-1,NA,STAT5B,,TRUE,0.49898476084944504,6.2194591682984885,52.26018146818698,7.915211563100639e-5,0.0011640155240158021
ENSG00000173786,untrt,ENSG00000173786,CNP,NA,protein_coding,40118759,40129749,17,1,NA,CNP,,TRUE,0.1361901355828266,6.796867316194894,3.742783069313641,0.08817627397510666,0.1815273189409965
ENSG00000173801,untrt,ENSG00000173801,JUP,NA,protein_coding,39775692,39943183,17,-1,NA,JUP,,TRUE,0.18932724900435727,3.5193888727319456,1.3267725009307878,0.2818387534738597,0.4213822744859829
ENSG00000173812,untrt,ENSG00000173812,EIF1,NA,protein_coding,39845137,39848920,17,1,NA,EIF1,,TRUE,0.12244614167913702,8.211826231974712,1.8338209779279415,0.21179371836618854,0.343240740683822
ENSG00000173818,untrt,ENSG00000173818,ENDOV,NA,protein_coding,78388965,78411886,17,1,NA,ENDOV,,TRUE,-0.04572490517545518,4.283987619035515,0.39981552567580536,0.5443996263878425,0.6722577692372473
ENSG00000173821,untrt,ENSG00000173821,RNF213,NA,protein_coding,78234665,78372586,17,1,NA,RNF213,,TRUE,0.12235955213046897,8.119967286605482,1.8972571298520309,0.20479221590253727,0.3349271750322252
ENSG00000173838,untrt,ENSG00000173838,MARCH10,NA,protein_coding,60778675,60885705,17,-1,NA,MARCHF10,,TRUE,3.8693974608204833,1.1540205033173192,303.54930480813715,9.586043502280737e-8,2.351649906292445e-5
ENSG00000173846,untrt,ENSG00000173846,PLK3,NA,protein_coding,45265897,45271662,1,1,NA,PLK3,,TRUE,-0.32900363532172117,3.2229072848636755,10.07099096076854,0.012707458347434189,0.04347561367158687
ENSG00000173848,untrt,ENSG00000173848,NET1,NA,protein_coding,5454514,5500426,10,1,NA,NET1,,TRUE,0.06844239589867214,4.36800516751835,0.6467255285107517,0.4439620487122782,0.582944973847122
ENSG00000173852,untrt,ENSG00000173852,DPY19L1,NA,protein_coding,34968488,35077883,7,-1,NA,DPY19L1,,TRUE,-0.1972839292469595,6.0816169249198575,9.281687930656725,0.015438089167651345,0.04973038189401604
ENSG00000173875,untrt,ENSG00000173875,ZNF791,NA,protein_coding,12721732,12742735,19,1,NA,ZNF791,,TRUE,0.23095705057727647,4.3518238476226685,6.364009974491897,0.03497278080925926,0.09099043343026116
ENSG00000173889,untrt,ENSG00000173889,PHC3,NA,protein_coding,169804520,169899537,3,-1,NA,PHC3,,TRUE,0.04865965685204127,5.9593440127825525,0.45531156791200733,0.5183830112965526,0.6492425163501807
ENSG00000173890,untrt,ENSG00000173890,GPR160,NA,protein_coding,169755717,169803191,3,1,NA,GPR160,,TRUE,0.4669577718366572,0.4923960170086779,5.058992695668935,0.053849302953416486,0.12590636419402385
ENSG00000173894,untrt,ENSG00000173894,CBX2,NA,protein_coding,77751931,77761782,17,1,NA,CBX2,,TRUE,-0.19842856850894755,0.8138380190953667,1.2723040671774268,0.29124481809587327,0.43195799711257943
ENSG00000173898,untrt,ENSG00000173898,SPTBN2,NA,protein_coding,66452719,66496697,11,-1,NA,SPTBN2,,TRUE,-0.793655741714929,0.041426618911051795,7.896250132900003,0.022307220495121224,0.06511451495698325
ENSG00000173905,untrt,ENSG00000173905,GOLIM4,NA,protein_coding,167726465,167813763,3,-1,NA,GOLIM4,,TRUE,-0.2899424882596852,6.901288375704161,18.43943743015799,0.00248708921755271,0.01333649255176581
ENSG00000173914,untrt,ENSG00000173914,RBM4B,NA,protein_coding,66432469,66445392,11,-1,NA,RBM4B,,TRUE,-0.44473150995316973,4.318587138964428,39.92853548459682,2.0502418545579045e-4,0.0022549828574370983
ENSG00000173915,untrt,ENSG00000173915,USMG5,NA,protein_coding,105148798,105156223,10,-1,NA,ATP5MK,,TRUE,0.3690152626173411,4.820375800440708,29.15141625049849,5.93875422660962e-4,0.004762366556545056
ENSG00000173917,untrt,ENSG00000173917,HOXB2,NA,protein_coding,46618256,46623441,17,-1,NA,HOXB2,,TRUE,0.23404842605203244,3.0797214547294067,5.785873571321561,0.04207886733347212,0.10425059457613362
ENSG00000173918,untrt,ENSG00000173918,C1QTNF1,NA,protein_coding,77018896,77045870,17,1,NA,C1QTNF1,,TRUE,1.2445817063110072,5.538696478684271,264.04075364443565,1.5777476600211683e-7,2.7956864123678894e-5
ENSG00000173926,untrt,ENSG00000173926,MARCH3,NA,protein_coding,126203406,126366500,5,-1,NA,MARCHF3,,TRUE,-0.17559276071051688,1.3802705068543397,1.1024875120863347,0.32366668020037215,0.4647237242040323
ENSG00000173928,untrt,ENSG00000173928,SWSAP1,NA,protein_coding,11485361,11487627,19,1,NA,SWSAP1,,TRUE,-0.0645120020934758,-0.3386366263973015,0.049357528244181915,0.8296214753620283,0.8875298481963854
ENSG00000173933,untrt,ENSG00000173933,RBM4,NA,protein_coding,66384097,66434153,11,1,NA,RBM4,,TRUE,-0.3419226635467699,1.2427982612234496,5.1823347341957575,0.05157140780176536,0.12175010979112291
ENSG00000173947,untrt,ENSG00000173947,PIFO,NA,protein_coding,111888910,111895635,1,1,NA,CIMAP3,,TRUE,-1.2068972265704347,1.9184534352949962,50.03313840625518,9.25851059385396e-5,0.0013025710222413266
ENSG00000173950,untrt,ENSG00000173950,XXYLT1,NA,protein_coding,194789008,194991896,3,-1,NA,XXYLT1,,TRUE,-0.16290299363544095,4.328234181406658,3.32513187499973,0.10475704131173492,0.20569111576016402
ENSG00000173960,untrt,ENSG00000173960,UBXN2A,NA,protein_coding,24150155,24227779,2,1,NA,UBXN2A,,TRUE,0.29351198461854666,4.937970642060454,10.527362825554999,0.011402579188890719,0.04024766758915638
ENSG00000173992,untrt,ENSG00000173992,CCS,NA,protein_coding,66360292,66373490,11,1,NA,CCS,,TRUE,-0.2592048322558364,4.69353437654534,10.739671857145632,0.01085291721571938,0.038841249343268956
ENSG00000174007,untrt,ENSG00000174007,CEP19,NA,protein_coding,196433148,196439164,3,-1,NA,CEP19,,TRUE,0.02510048071926804,2.1705744978292243,0.03202581438127024,0.8623117929293775,0.9108089676477826
ENSG00000174010,untrt,ENSG00000174010,KLHL15,NA,protein_coding,24001837,24045303,X,-1,NA,KLHL15,,TRUE,-0.03578792395568068,3.5274435718490653,0.12089270335950059,0.7368207235985347,0.8241752243313852
ENSG00000174013,untrt,ENSG00000174013,FBXO45,NA,protein_coding,196295482,196315930,3,1,NA,FBXO45,,TRUE,0.01220120772846198,2.9622912857657484,0.013173845878899354,0.9113811051444256,0.9429999662506577
ENSG00000174021,untrt,ENSG00000174021,GNG5,NA,protein_coding,84964008,84972248,1,-1,NA,GNG5,,TRUE,0.31822913657318164,5.724653116921992,19.580514433077575,0.002079689315653453,0.011757590358926834
ENSG00000174028,untrt,ENSG00000174028,FAM3C2,NA,pseudogene,23093875,23094884,X,1,NA,NA,,TRUE,0.3859620149285854,4.27708623585869,20.68085392636441,0.0017627633754408792,0.010366975449509394
ENSG00000174032,untrt,ENSG00000174032,SLC25A30,NA,protein_coding,45967451,45992590,13,-1,NA,SLC25A30,,TRUE,-0.10930064554158359,3.710916105322059,1.2786167871356822,0.2901264626214493,0.4306602706411783
ENSG00000174059,untrt,ENSG00000174059,CD34,NA,protein_coding,208057594,208084747,1,-1,NA,CD34,,TRUE,-0.09198771510854392,2.1199739045143495,0.07478342270076185,0.7912542018595586,0.8623663851056139
ENSG00000174080,untrt,ENSG00000174080,CTSF,NA,protein_coding,66330934,66336312,11,-1,NA,CTSF,,TRUE,0.09480257658779435,6.595171666098538,1.6528619507900697,0.23366902603707418,0.3686027048996081
ENSG00000174093,untrt,ENSG00000174093,RP11-1407O15.2,NA,protein_coding,36337717,36421858,17,-1,NA,NA,,TRUE,-0.23982448828441302,5.152492842657309,8.63318328345526,0.018252694280676354,0.05622319663398738
ENSG00000174099,untrt,ENSG00000174099,MSRB3,NA,protein_coding,65672423,65882024,12,1,NA,MSRB3,,TRUE,0.7249376991462374,7.171117322034454,75.06289488406334,2.0949037066998527e-5,4.8762057933464246e-4
ENSG00000174100,untrt,ENSG00000174100,MRPL45,NA,protein_coding,36452989,36479101,17,1,NA,NA,,TRUE,0.01817955894333884,4.932876252771775,0.045879161488699575,0.835623583446655,0.891723451113794
ENSG00000174106,untrt,ENSG00000174106,LEMD3,NA,protein_coding,65563351,65642107,12,1,NA,LEMD3,,TRUE,0.2163568828260801,4.728493863356175,8.522478763828246,0.018795751444389573,0.05752211561578369
ENSG00000174109,untrt,ENSG00000174109,C16orf91,NA,protein_coding,1469745,1479345,16,-1,NA,UQCC4,,TRUE,0.22350775874003234,1.7454186368315971,1.6218432604625865,0.23773124164961731,0.3731441963254563
ENSG00000174111,untrt,ENSG00000174111,SOCS7,NA,protein_coding,36508111,36556019,17,1,NA,NA,,TRUE,0.07583411465844135,1.8648088436889634,0.2437032876782649,0.6344883925512832,0.745936021842431
ENSG00000174125,untrt,ENSG00000174125,TLR1,NA,protein_coding,38792298,38858438,4,-1,NA,TLR1,,TRUE,0.08724356769225343,1.8657855216507033,0.4372509158368647,0.5265837418334784,0.6563647704813319
ENSG00000174130,untrt,ENSG00000174130,TLR6,NA,protein_coding,38825336,38858438,4,-1,NA,TLR6,,TRUE,-0.5121011048483737,1.1126410171962906,6.615893293051691,0.03235920359664466,0.08604987084323974
ENSG00000174132,untrt,ENSG00000174132,FAM174A,NA,protein_coding,99871009,99922445,5,1,NA,FAM174A,,TRUE,0.4873660903870727,2.873001608953969,22.127325671608645,0.0014323553867385665,0.008977338960981185
ENSG00000174136,untrt,ENSG00000174136,RGMB,NA,protein_coding,98104354,98134347,5,1,NA,RGMB,,TRUE,-0.9787300214181247,7.054484474995595,166.99071111744632,9.690684150769403e-7,7.956327087073568e-5
ENSG00000174137,untrt,ENSG00000174137,FAM53A,NA,protein_coding,1619642,1686029,4,-1,NA,FAM53A,,TRUE,0.6462306757182863,0.7055420143794852,10.871795014045407,0.010530475160351237,0.0379516513699375
ENSG00000174151,untrt,ENSG00000174151,CYB561D1,NA,protein_coding,110036674,110045554,1,1,NA,CYB561D1,,TRUE,0.2346099283037227,4.434072530613698,10.446387858813829,0.011621382974579344,0.04079830930494444
ENSG00000174165,untrt,ENSG00000174165,ZDHHC24,NA,protein_coding,66288108,66313709,11,-1,NA,ZDHHC24,,TRUE,0.06680564870002932,3.4710012319364782,0.3730555486421161,0.5578816701616722,0.6835005368870523
ENSG00000174171,untrt,ENSG00000174171,RP11-23P13.6,NA,antisense,42184991,42190773,15,1,NA,LOC105370792,,TRUE,0.8144499753916459,0.31558999647039904,9.701936342038136,0.013908619993744988,0.04631166255914335
ENSG00000174173,untrt,ENSG00000174173,TRMT10C,NA,protein_coding,101280706,101285290,3,1,NA,TRMT10C,,TRUE,0.17474423587906987,3.41904506588695,2.720579210396995,0.1367307051350883,0.2498363022007132
ENSG00000174177,untrt,ENSG00000174177,CTU2,NA,protein_coding,88772871,88781794,16,1,NA,CTU2,,TRUE,0.0620650549938111,3.0659220227160557,0.1969997665618496,0.6686270640597769,0.772586129450483
ENSG00000174194,untrt,ENSG00000174194,AGAP8,NA,protein_coding,51224681,51371321,10,-1,NA,NA,,TRUE,-0.14458258436012078,3.377791695163448,2.265401426584133,0.16977981770847725,0.29226486164651605
ENSG00000174196,untrt,ENSG00000174196,FAM21D,NA,protein_coding,51187938,51192032,10,1,NA,NA,,TRUE,0.053855705195727924,5.640858230955316,0.3284213241576844,0.5819530691357828,0.703414130165185
ENSG00000174197,untrt,ENSG00000174197,MGA,NA,protein_coding,41913422,42062141,15,1,NA,MGA,,TRUE,0.055842237889601465,5.173072323415589,0.5971842911185385,0.46133544346722644,0.5993564705878932
ENSG00000174206,untrt,ENSG00000174206,C12orf66,NA,protein_coding,64580096,64616076,12,-1,NA,KICS2,,TRUE,-0.13966488360831741,1.7411780532729624,0.7118275085420428,0.42275523129324166,0.5623788684911599
ENSG00000174227,untrt,ENSG00000174227,PIGG,NA,protein_coding,492989,533985,4,1,NA,PIGG,,TRUE,0.06077048327399902,5.6320671718092505,0.8465364862940501,0.38378904715369744,0.5251932671052111
ENSG00000174231,untrt,ENSG00000174231,PRPF8,NA,protein_coding,1553923,1588176,17,-1,NA,PRPF8,,TRUE,0.09638274268169435,8.499664907396365,1.8482900544130558,0.21016824393598016,0.34133586099575974
ENSG00000174233,untrt,ENSG00000174233,ADCY6,NA,protein_coding,49159975,49182820,12,-1,NA,ADCY6,,TRUE,0.058082325285426575,6.2995884422040085,0.5733670434450896,0.47011007577401287,0.6081448990556894
ENSG00000174238,untrt,ENSG00000174238,PITPNA,NA,protein_coding,1421012,1466110,17,-1,NA,PITPNA,,TRUE,0.37728470289824934,6.246181473275549,28.276870803708984,6.561979371556214e-4,0.005135434077218883
ENSG00000174243,untrt,ENSG00000174243,DDX23,NA,protein_coding,49223547,49246625,12,-1,NA,DDX23,,TRUE,0.029024201491372987,6.168824761462803,0.1711930756949112,0.6896585350315987,0.7891510523129678
ENSG00000174276,untrt,ENSG00000174276,ZNHIT2,NA,protein_coding,64883875,64885170,11,-1,NA,ZNHIT2,,TRUE,0.11312460973178436,1.4160779158882888,0.6243178025350615,0.4516806574848825,0.5898701230917786
ENSG00000174282,untrt,ENSG00000174282,ZBTB4,NA,protein_coding,7362685,7387582,17,-1,NA,ZBTB4,,TRUE,-0.07359442185214111,7.547416238999222,1.2613893824711968,0.2931767451176205,0.4338133273941488
ENSG00000174292,untrt,ENSG00000174292,TNK1,NA,protein_coding,7283853,7293093,17,1,NA,TNK1,,TRUE,0.1908711872100679,2.1857954801040598,1.547651308674045,0.24785097875769388,0.384237777445248
ENSG00000174306,untrt,ENSG00000174306,ZHX3,NA,protein_coding,39807088,39946312,20,-1,NA,ZHX3,,TRUE,1.121992610656143,7.2407962116969635,209.71049011127914,3.944150293820348e-7,4.551778085462527e-5
ENSG00000174307,untrt,ENSG00000174307,PHLDA3,NA,protein_coding,201434620,201438365,1,-1,NA,PHLDA3,,TRUE,-0.1998718719890532,6.522559029458522,5.807379113397924,0.04178304328821073,0.10376372172275755
ENSG00000174325,untrt,ENSG00000174325,DIRC1,NA,protein_coding,189598882,189654831,2,-1,NA,NA,,TRUE,-0.7656024772919783,-0.08095686322569554,4.880884872048346,0.057378594016149614,0.13199645938194404
ENSG00000174326,untrt,ENSG00000174326,SLC16A11,NA,protein_coding,6944949,6947242,17,-1,NA,SLC16A11,,TRUE,0.6670430774121345,-0.617005981892248,5.059252272820353,0.05397586004815203,0.12609939080634724
ENSG00000174327,untrt,ENSG00000174327,SLC16A13,NA,protein_coding,6939394,6943440,17,1,NA,SLC16A13,,TRUE,-0.6586832444428553,0.6780838112263099,11.026834275888119,0.010165492856494917,0.03707771735554031
ENSG00000174332,untrt,ENSG00000174332,GLIS1,NA,protein_coding,53971910,54199877,1,-1,NA,GLIS1,,TRUE,0.1434442566095255,2.5299374648950987,0.29227134530866855,0.6031333242560106,0.7212420274892044
ENSG00000174348,untrt,ENSG00000174348,PODN,NA,protein_coding,53527854,53551174,1,1,NA,PODN,,TRUE,-0.40286505722532534,8.71640625586776,20.693013839433625,0.0017595945162202755,0.010352161900747732
ENSG00000174353,untrt,ENSG00000174353,STAG3L3,NA,pseudogene,72440227,72476445,7,-1,NA,NA,,TRUE,-0.1782457181000869,3.667850210999417,2.7639592527355163,0.13404152727880966,0.24593840592653485
ENSG00000174365,untrt,ENSG00000174365,SNHG11,NA,processed_transcript,37075221,37079564,20,1,NA,SNHG11,,TRUE,0.1459640428314486,2.9096440344327217,1.2881218690603564,0.28846327310551667,0.42875091810344923
ENSG00000174368,untrt,ENSG00000174368,PMS2P2,NA,pseudogene,74880905,74988262,7,-1,NA,NA,,TRUE,3.811111930432433e-5,1.672938459369716,6.821300332269875e-8,0.9997978511608522,0.999860632815556
ENSG00000174370,untrt,ENSG00000174370,C11orf45,NA,protein_coding,128769460,128775930,11,-1,NA,KCNJ5-AS1,,TRUE,-0.7135808213792554,1.5028231086809556,19.252338121170244,0.0021881808472782207,0.012249197952109998
ENSG00000174371,untrt,ENSG00000174371,EXO1,NA,protein_coding,242011269,242058450,1,1,NA,EXO1,,TRUE,-0.043796324787889966,-0.4372449229232239,0.012302575072492918,0.9143508060710146,0.9450902737205982
ENSG00000174373,untrt,ENSG00000174373,RALGAPA1,NA,protein_coding,36007558,36278510,14,-1,NA,RALGAPA1,,TRUE,0.13862859070333974,4.900947013700091,2.5061620926939203,0.15112149320953291,0.26819265665868297
ENSG00000174374,untrt,ENSG00000174374,WBSCR16,NA,protein_coding,74441226,74490064,7,-1,NA,NA,,TRUE,0.10729409664571984,5.346157324394564,2.7384200576004094,0.13561589420206918,0.2482264947778593
ENSG00000174384,untrt,ENSG00000174384,RP11-313P13.4,NA,pseudogene,72507941,72515008,7,1,NA,NA,,TRUE,0.13704101629048906,-1.0728050806707021,0.08242553993941691,0.7811902915610551,0.8559391437180028
ENSG00000174405,untrt,ENSG00000174405,LIG4,NA,protein_coding,108859787,108870716,13,-1,NA,LIG4,,TRUE,0.10725065092617754,3.9977518935082275,1.2838634992474274,0.2892064045933017,0.42953475702256116
ENSG00000174428,untrt,ENSG00000174428,GTF2IRD2B,NA,protein_coding,74508364,74565623,7,1,NA,GTF2IRD2B,,TRUE,0.03814418932195227,5.657868167342355,0.3271672712588328,0.5826608882896083,0.7039491205356018
ENSG00000174437,untrt,ENSG00000174437,ATP2A2,NA,protein_coding,110718561,110788898,12,1,NA,ATP2A2,,TRUE,1.331400930271829,8.950477644114777,76.73842686741698,1.9288617760079367e-5,4.668549034149301e-4
ENSG00000174442,untrt,ENSG00000174442,ZWILCH,NA,protein_coding,66797297,66842115,15,1,NA,ZWILCH,,TRUE,0.06715240262218856,3.383337739514856,0.49274585894653367,0.5021303319642538,0.6351304635741963
ENSG00000174444,untrt,ENSG00000174444,RPL4,NA,protein_coding,66790355,66816870,15,-1,NA,RPL4,,TRUE,-0.09061596198015046,10.46710991475028,1.1397163087104625,0.3161162178144677,0.45712931990547
ENSG00000174446,untrt,ENSG00000174446,SNAPC5,NA,protein_coding,66782473,66790151,15,-1,NA,SNAPC5,,TRUE,-0.03162950605582566,3.2259581386230716,0.07944851053495906,0.7850259016397421,0.8588225500092523
ENSG00000174456,untrt,ENSG00000174456,C12orf76,NA,protein_coding,110465872,110511491,12,-1,NA,C12orf76,,TRUE,0.4950912859482987,2.257677594983532,16.963813634789037,0.003173653964755967,0.015934304237926713
ENSG00000174483,untrt,ENSG00000174483,BBS1,NA,protein_coding,66278077,66301098,11,1,NA,BBS1,,TRUE,-0.33276384811894505,-0.6101826998638562,1.7286391664526701,0.22422977846464398,0.35732273882608767
ENSG00000174485,untrt,ENSG00000174485,DENND4A,NA,protein_coding,65950384,66084631,15,-1,NA,DENND4A,,TRUE,-0.01720140776306853,5.580548902595802,0.021687687806803024,0.8864758715373027,0.9274134355976537
ENSG00000174501,untrt,ENSG00000174501,ANKRD36C,NA,protein_coding,96514587,96657541,2,-1,NA,ANKRD36C,,TRUE,-0.6757300450495854,3.4068890440742794,12.025449492569088,0.008147201836100517,0.031566204231103484
ENSG00000174514,untrt,ENSG00000174514,MFSD4,NA,protein_coding,205538013,205572046,1,1,NA,MFSD4A,,TRUE,-0.750782536099237,-0.3548631845822284,7.5858826737035185,0.024349679311630852,0.0694969520998267
ENSG00000174516,untrt,ENSG00000174516,PELI3,NA,protein_coding,66234216,66244808,11,1,NA,PELI3,,TRUE,-0.07324842075546874,3.399220312023032,0.7440658569401457,0.4128648459168165,0.552452153929694
ENSG00000174527,untrt,ENSG00000174527,MYO1H,NA,protein_coding,109785708,109893328,12,1,NA,MYO1H,,TRUE,0.2612518142902616,-0.7649139337683002,0.37166256146810794,0.5586768040912238,0.6841589221035624
ENSG00000174529,untrt,ENSG00000174529,TMEM81,NA,protein_coding,205052258,205053645,1,-1,NA,TMEM81,,TRUE,-0.29775593945122253,0.03752789061126037,1.3309943977585108,0.2811492343346744,0.4204697817648629
ENSG00000174547,untrt,ENSG00000174547,MRPL11,NA,protein_coding,66202546,66234209,11,-1,NA,MRPL11,,TRUE,-0.0032495336738605166,4.454254300169081,0.001784098208917655,0.9673184250850155,0.9804310594987563
ENSG00000174564,untrt,ENSG00000174564,IL20RB,NA,protein_coding,136665072,136729927,3,1,NA,IL20RB,,TRUE,-0.736178537524372,1.1449999079731794,18.85211688241882,0.0023299381378840806,0.012776442673546481
ENSG00000174574,untrt,ENSG00000174574,AKIRIN1,NA,protein_coding,39456895,39471731,1,1,NA,AKIRIN1,,TRUE,0.3206652894710009,5.407617493535068,22.2198056986036,0.0014139104816244387,0.00892152865703281
ENSG00000174579,untrt,ENSG00000174579,MSL2,NA,protein_coding,135867764,135916083,3,-1,NA,MSL2,,TRUE,0.011675791724162722,3.946444355373884,0.020071096134393545,0.8907559660527341,0.9301362573944087
ENSG00000174586,untrt,ENSG00000174586,ZNF497,NA,protein_coding,58865723,58874214,19,-1,NA,ZNF497,,TRUE,0.43579328027010694,0.6249360398545937,3.9040502455692656,0.08269359599352692,0.17276376883023872
ENSG00000174599,untrt,ENSG00000174599,TRAM1L1,NA,protein_coding,118004718,118006736,4,-1,NA,TRAM1L1,,TRUE,-0.31029579171336275,1.8062224781472964,4.365280264271603,0.06923254272810889,0.1515389603474247
ENSG00000174606,untrt,ENSG00000174606,ANGEL2,NA,protein_coding,213165524,213189168,1,-1,NA,ANGEL2,,TRUE,0.0368513261398302,4.585478383907493,0.24904829654666552,0.6308509391858615,0.7434798562646395
ENSG00000174628,untrt,ENSG00000174628,IQCK,NA,protein_coding,19727778,19868907,16,1,NA,IQCK,,TRUE,0.3096255740348449,3.6080902151284433,3.4854483787506734,0.09795121353516927,0.19602551228463252
ENSG00000174652,untrt,ENSG00000174652,ZNF266,NA,protein_coding,9523272,9546254,19,-1,NA,ZNF266,,TRUE,-0.3040615985315179,4.83725954835798,12.962945078651506,0.006691463474972694,0.027473232656084173
